V1	hmm_hmm1	hmm_hmm10	hmm_hmm11	hmm_hmm12	hmm_hmm13	hmm_hmm15	hmm_hmm16	hmm_hmm17	hmm_hmm18	hmm_hmm19	hmm_hmm2	hmm_hmm20	hmm_hmm21	hmm_hmm22	hmm_hmm23	hmm_hmm24	hmm_hmm25	hmm_hmm26	hmm_hmm27	hmm_hmm28	hmm_hmm29	hmm_hmm3	hmm_hmm30	hmm_hmm31	hmm_hmm4	hmm_hmm5	hmm_hmm6	hmm_hmm7	hmm_hmm8	hmm_hmm9	type
molluskpks_SRR1505138_NODE_238_length_9267_cov_30.065307_g181_i0_1	366.7	109.5	116.1	98.3	93.0	653.8	188.2	445.3	490.5	313.7	131.5	219.2	504.5	355.2	170.6	171.1	156.4	307.7	309.0	568.6	297.8	102.5	333.6	707.6	112.4	108.0	103.7	106.4	77.3	137.9	mollusk_PKS
molluskpks_SRR1505138_NODE_407_length_8214_cov_348.978322_g195_i2_2	332.7	105.9	120.0	93.1	89.9	584.3	186.4	432.5	436.4	298.9	129.2	203.3	471.9	327.0	170.3	171.7	155.7	296.7	298.1	527.5	256.4	105.9	329.2	642.4	120.8	107.5	105.1	108.3	73.3	135.1	mollusk_PKS
molluskpks_SRR1542642_NODE_546_length_8515_cov_21.879046_g301_i1_1	362.9	106.1	138.2	78.4	89.1	609.4	162.6	383.8	459.3	274.7	140.0	220.3	489.9	350.7	167.9	142.9	139.7	291.5	292.6	515.3	286.5	113.6	328.3	692.1	99.3	87.9	92.9	106.5	72.1	143.1	mollusk_PKS
molluskpks_SRR17920662_NODE_17416_length_1194_cov_2.274755_g14681_i0_1	356.5	109.4	137.0	92.5	98.5	591.2	189.7	400.9	439.5	334.9	152.9	205.1	473.0	344.2	182.9	139.6	141.4	304.8	306.5	503.1	279.4	106.9	336.5	633.3	112.7	107.3	108.8	105.8	76.7	145.1	mollusk_PKS
molluskpks_SRR17920662_NODE_81_length_9525_cov_17.896953_g61_i0_1	380.6	112.2	152.4	95.6	97.5	668.3	194.8	433.7	503.3	320.3	169.6	236.1	515.0	366.2	190.4	156.2	158.0	326.5	328.2	566.5	286.1	117.5	338.6	734.0	110.0	105.1	100.0	109.7	79.2	153.7	mollusk_PKS
molluskpks_SRR18002372_NODE_2423_length_8650_cov_20.033112_g1603_i0_1	348.7	98.4	128.6	83.5	70.7	558.0	144.2	345.2	427.6	231.7	145.5	198.5	457.4	330.9	166.1	124.6	140.1	286.3	287.3	486.6	260.0	107.0	304.0	672.5	77.6	82.7	86.2	99.5	73.2	135.3	mollusk_PKS
molluskpks_SRR2175868_NODE_39514_length_1875_cov_22.778390_g1812_i7_1	334.5	98.1	138.6	82.8	80.7	567.1	187.7	364.9	426.6	221.9	149.9	227.8	451.2	318.0	179.4	153.9	139.0	276.1	277.1	474.0	260.3	105.8	312.8	662.8	78.2	98.4	94.9	106.6	72.0	143.2	mollusk_PKS
molluskpks_SRR331897_NODE_65_length_8481_cov_12.864531_g10_i4_1	393.0	111.9	125.2	91.1	83.9	674.1	186.0	418.1	490.0	341.8	137.7	220.9	517.8	371.2	175.4	151.1	171.3	307.6	309.2	563.4	285.5	112.2	325.3	678.7	95.2	99.4	108.9	112.0	80.1	148.1	mollusk_PKS
molluskpks_SRR3928151_NODE_9890_length_2201_cov_2.046933_g7004_i0_2	340.8	114.7	125.5	86.9	77.1	497.6	167.7	382.8	383.8	283.0	138.1	193.4	410.2	301.0	170.2	148.8	139.9	271.6	272.7	415.1	242.1	100.7	307.1	503.0	101.3	82.6	88.2	106.9	91.0	143.6	mollusk_PKS
molluskpks_SRR3928172_NODE_178_length_11343_cov_32.814149_g108_i1_1	359.7	87.1	130.8	82.8	106.8	638.2	184.9	396.0	480.8	355.3	149.8	211.9	491.3	359.7	171.9	139.5	136.2	312.6	314.0	549.8	281.2	104.9	321.3	709.5	92.4	109.7	102.6	86.7	79.6	143.8	mollusk_PKS
molluskpks_SRR3928172_NODE_23968_length_1423_cov_4.394469_g12658_i0_1	360.7	90.5	132.8	85.9	101.1	643.8	180.8	397.4	486.6	345.1	151.4	211.7	495.9	365.7	173.0	134.8	141.1	313.5	315.0	549.5	285.2	105.3	315.1	716.4	95.3	107.0	98.2	84.3	71.7	144.0	mollusk_PKS
molluskpks_SRR3928172_NODE_241_length_10415_cov_19.708759_g167_i0_1	350.9	94.1	136.5	94.2	115.1	638.0	192.5	406.1	488.7	348.3	153.0	220.4	485.0	353.2	177.2	139.9	145.3	306.0	307.1	545.4	274.1	116.1	319.0	707.6	99.3	108.2	99.8	98.5	77.5	147.3	mollusk_PKS
molluskpks_SRR3928172_NODE_250_length_10329_cov_11.325389_g174_i0_1	359.2	91.0	135.1	95.1	115.1	646.6	196.2	429.8	500.4	363.5	149.7	220.2	499.6	353.5	175.4	144.2	154.0	323.2	324.6	557.8	286.1	112.2	323.7	707.7	102.0	101.4	93.9	95.0	73.8	141.5	mollusk_PKS
molluskpks_SRR3928172_NODE_8893_length_3187_cov_11.751753_g230_i2_1	373.6	119.4	135.7	86.1	78.1	552.0	168.9	390.0	437.1	291.1	145.8	208.9	444.9	335.0	181.1	150.6	158.9	293.4	294.4	473.1	277.5	101.9	309.8	567.0	104.0	93.2	89.5	109.1	92.6	154.3	mollusk_PKS
molluskpks_SRR5043294_NODE_1310_length_8505_cov_19.479246_g256_i2_2	339.3	82.2	137.5	95.3	81.3	632.3	177.1	406.8	486.4	319.0	159.4	220.1	481.2	350.7	184.8	167.2	183.7	292.2	293.3	530.8	262.0	96.7	307.8	696.9	99.0	106.0	97.3	102.4	76.7	153.3	mollusk_PKS
molluskpks_SRR5043294_NODE_390_length_11013_cov_40.910238_g160_i2_1	338.4	84.0	132.7	97.3	76.7	632.4	177.4	401.6	479.4	317.6	154.7	216.9	479.5	348.6	182.0	164.0	181.2	285.3	286.3	529.3	262.1	92.2	307.1	691.9	99.8	102.5	101.0	100.5	75.7	151.6	mollusk_PKS
molluskpks_SRR5043294_NODE_871_length_9314_cov_19.362731_g431_i1_1	345.7	84.2	133.4	97.2	87.5	631.9	192.6	413.8	474.7	324.4	153.1	226.6	487.5	357.9	180.2	166.3	183.5	296.5	297.6	536.3	267.8	99.2	326.4	700.3	99.7	102.5	98.0	107.2	74.2	150.5	mollusk_PKS
molluskpks_SRR6201763_NODE_29793_length_2139_cov_17.113262_g1541_i9_2	340.3	87.0	130.5	78.5	76.2	584.4	154.1	386.9	442.0	257.8	129.2	193.5	474.4	331.3	160.0	113.7	125.3	293.8	295.1	501.9	265.6	103.1	313.5	678.0	99.5	78.8	80.4	98.5	76.1	137.0	mollusk_PKS
molluskpks_SRR6246216_NODE_562_length_8961_cov_266.505063_g187_i1_2	383.7	103.3	113.2	91.1	82.4	622.6	166.9	409.5	481.4	336.0	146.9	215.5	500.1	358.9	154.6	147.1	161.9	288.4	289.5	546.6	276.9	112.1	322.6	665.9	111.1	89.4	96.8	90.4	75.8	137.2	mollusk_PKS
molluskpks_SRR6414622_NODE_1853_length_7737_cov_6.425493_g770_i1_1	360.7	93.7	139.6	74.3	96.5	624.6	160.6	401.6	481.1	252.2	154.1	222.4	480.3	340.5	178.3	137.2	161.9	292.7	294.0	531.3	266.7	84.6	313.9	687.1	90.3	92.4	94.8	93.9	68.8	140.4	mollusk_PKS
molluskpks_SRR6414622_NODE_801_length_9331_cov_50.033572_g478_i0_2	335.9	86.8	131.1	72.6	95.9	568.0	170.9	393.0	425.5	185.7	138.6	203.7	447.0	315.5	164.0	142.7	165.1	284.5	285.8	485.5	234.1	81.6	311.8	622.7	91.2	81.3	95.1	92.1	70.6	137.2	mollusk_PKS
molluskpks_SRR7138063_NODE_367_length_6881_cov_832.927986_g213_i1_1	386.1	93.4	138.6	88.3	91.8	682.6	186.8	438.3	515.6	337.4	150.6	218.9	504.5	364.3	179.4	139.8	145.5	309.0	310.4	556.8	286.9	98.8	345.4	708.6	100.8	100.2	105.0	102.8	70.7	147.4	mollusk_PKS
molluskpks_SRR7811718_NODE_677_length_8146_cov_92.007804_g469_i0_2	383.2	113.9	143.5	109.0	105.0	688.1	167.8	438.2	492.4	351.9	162.9	238.8	526.3	381.4	185.8	160.3	166.7	317.6	319.1	558.7	305.0	127.6	335.7	716.7	108.0	102.4	106.5	108.2	95.1	159.9	mollusk_PKS
molluskpks_SRR8080746_NODE_45150_length_1867_cov_13.051839_g1520_i3_1	355.7	102.9	123.5	83.1	65.2	594.8	163.9	392.0	468.5	291.7	136.6	190.4	475.0	324.4	167.8	140.1	143.7	282.8	284.0	511.3	261.6	91.8	318.4	656.8	96.2	78.5	90.6	95.7	54.1	128.9	mollusk_PKS
molluskpks_SRR8286389_NODE_57_length_8188_cov_13.024240_g18_i3_1	390.7	115.2	154.5	97.4	100.5	676.6	182.5	422.2	495.2	325.9	163.2	235.4	517.3	362.8	188.8	163.8	162.9	328.1	329.8	562.3	284.6	111.8	337.5	730.2	110.1	118.7	104.3	119.1	75.7	155.3	mollusk_PKS
molluskpks_SRR830638_NODE_98_length_6524_cov_277.540849_g22_i2_1	389.1	115.9	158.1	91.7	99.3	688.1	193.9	424.2	508.1	338.9	169.4	241.2	518.9	366.3	197.5	158.7	165.8	326.4	328.1	567.2	287.2	112.4	341.1	729.9	112.1	118.4	104.4	117.9	79.3	161.3	mollusk_PKS
no-te-arthrofas_SRR12732903_NODE_63_nrpspksdomains_ctg1797_2_PKS_KS.1_	335.1	106.8	132.3	99.1	84.8	532.4	121.6	369.4	422.5	790.6	140.9	230.2	447.2	746.3	171.9	148.3	129.3	243.8	245.0	390.7	519.0	125.5	275.2	348.3	108.9	78.4	109.3	106.3	90.5	143.0	FAS
no-te-arthrofas_SRR1503124_NODE_57_nrpspksdomains_ctg3439_4_PKS_KS.1_	326.5	93.7	132.4	101.0	90.3	527.6	128.6	368.0	414.9	855.6	138.1	213.1	431.0	731.5	168.5	147.9	143.7	237.3	238.4	390.3	520.0	120.2	258.0	342.0	93.4	79.8	111.2	102.1	95.3	146.5	FAS
no-te-arthrofas_SRR15166997_NODE_798_nrpspksdomains_ctg3005_1_PKS_KS.1_	333.7	82.7	132.4	98.7	93.8	532.6	118.4	365.2	415.3	874.8	132.2	210.6	428.0	739.4	165.6	147.0	139.1	231.4	232.6	401.1	513.8	119.2	257.5	347.0	96.7	75.2	98.2	95.3	91.6	139.9	FAS
no-te-arthrofas_SRR1573502_NODE_1283_nrpspksdomains_ctg3104_3_PKS_KS.1_	338.2	97.7	132.9	110.5	97.2	519.0	117.0	342.0	408.2	864.4	136.3	223.2	422.8	734.0	172.4	158.0	133.1	241.8	243.0	395.1	506.8	127.9	254.6	338.9	99.3	78.0	109.4	102.9	94.5	146.6	FAS
no-te-arthrofas_SRR1798556_NODE_252_nrpspksdomains_ctg4222_2_PKS_KS.1_	330.0	96.1	131.9	109.6	105.2	523.9	118.9	352.6	418.9	867.7	134.9	221.8	428.4	739.1	173.9	158.3	146.8	235.0	236.1	396.9	513.0	124.7	259.2	354.4	98.7	79.6	106.5	97.1	86.2	148.5	FAS
no-te-arthrofas_SRR2496644_NODE_15_nrpspksdomains_ctg3147_1_PKS_KS.1_	322.3	84.7	129.1	102.4	97.7	514.3	122.2	351.7	400.3	867.4	126.7	212.7	419.5	735.8	163.9	146.3	131.7	223.2	224.2	383.3	512.5	120.2	250.5	341.6	92.3	70.9	97.4	93.0	90.8	138.8	FAS
no-te-arthrofas_SRR3170923_NODE_477_nrpspksdomains_ctg3316_2_PKS_KS.1_	323.4	107.1	136.9	111.0	99.2	525.6	112.0	367.4	407.8	833.4	142.2	223.4	434.8	733.0	174.1	156.5	138.6	232.0	233.0	389.8	510.8	122.2	265.9	351.6	101.8	83.0	112.3	102.6	89.6	150.0	FAS
no-te-arthrofas_SRR3232915_NODE_48_nrpspksdomains_ctg3446_1_PKS_KS.1_	320.1	87.8	123.6	103.3	78.9	510.9	110.1	338.8	391.8	848.6	126.9	196.8	425.4	756.3	157.9	146.5	132.3	218.4	219.2	379.5	515.3	111.5	262.3	338.2	95.0	64.7	94.0	88.3	80.0	130.7	FAS
no-te-arthrofas_SRR5134740_NODE_3_nrpspksdomains_ctg5572_1_PKS_KS.1_	331.1	82.8	133.6	98.3	93.8	523.5	119.1	363.1	408.9	865.3	130.2	212.1	424.1	735.4	165.6	144.6	135.1	229.7	230.8	396.5	512.9	119.5	257.4	346.0	96.7	75.8	98.1	93.7	89.6	140.7	FAS
no-te-arthrofas_SRR6767076_NODE_4_nrpspksdomains_ctg4613_1_PKS_KS.1_	330.1	99.4	132.6	109.8	78.9	516.5	135.7	355.7	397.1	832.2	139.8	214.4	429.4	733.9	165.6	162.8	140.2	227.6	228.5	382.9	517.0	123.3	268.3	347.4	92.1	75.5	114.4	91.1	96.1	145.1	FAS
no-te-arthrofas_SRR7943163_NODE_992_nrpspksdomains_ctg7442_1_PKS_KS.1_	335.3	83.1	133.1	99.2	93.9	524.7	119.0	361.3	411.2	868.4	131.0	211.8	426.1	737.3	165.6	144.4	137.4	230.4	231.5	398.9	511.9	118.7	256.2	345.7	95.5	75.1	97.7	92.1	90.8	140.2	FAS
no-te-arthrofas_SRR8419273_NODE_262_nrpspksdomains_ctg7638_1_PKS_KS.1_	321.1	94.1	135.7	105.1	88.7	535.3	127.7	369.0	410.5	868.9	136.7	222.0	429.7	731.3	171.9	142.7	146.5	230.7	231.8	389.9	516.4	122.5	258.6	337.0	92.3	81.9	106.1	97.2	101.7	147.7	FAS
no-te-arthrofas_SRR9611066_NODE_87_nrpspksdomains_ctg8405_1_PKS_KS.1_	336.4	102.3	132.6	112.7	99.4	542.7	123.9	358.3	410.9	836.7	145.1	228.7	435.4	731.7	173.6	167.9	150.4	228.0	228.9	385.3	518.8	127.4	267.5	331.8	106.7	74.1	118.6	105.8	99.0	149.7	FAS
NP_001069092.1	125.3	218.8	488.6	230.2	310.7	111.9	126.1	227.8	237.2	16.1	493.3	641.4	154.6	116.7	686.0	412.3	242.8	187.9	169.3	181.2	87.5	233.1	191.1	148.3	274.4	392.3	369.0	278.8	280.6	524.3	FASII
NP_001093978.1	117.0	215.0	481.3	237.8	321.3	115.0	120.1	226.8	231.2	26.3	495.0	654.9	146.7	113.3	688.4	421.4	244.7	187.6	166.5	170.6	88.9	232.1	183.2	141.8	282.6	400.2	363.6	279.3	278.5	527.9	FASII
NP_001138863.1	49.1	98.0	170.4	121.4	119.2	56.3	55.9	129.3	58.7	13.2	171.7	259.5	79.1	50.7	266.9	166.7	77.7	61.5	55.2	85.1	35.0	146.0	96.3	58.2	102.3	134.6	133.0	104.2	121.5	191.1	FASII
NP_001346811.1	121.1	213.9	486.7	250.7	325.6	112.9	119.6	231.7	239.7	24.3	495.4	673.3	147.5	114.7	688.9	427.1	241.6	188.4	166.8	176.5	90.6	233.9	184.6	142.6	284.8	403.2	367.1	283.1	283.1	531.1	FASII
NP_060367.1	123.5	212.1	487.3	244.6	320.1	108.3	115.6	229.4	227.0	23.9	496.2	652.6	145.2	112.3	693.6	418.7	238.1	174.2	155.5	171.3	90.3	235.6	185.3	142.6	280.7	394.8	371.5	274.5	279.8	526.7	FASII
NP_649565.1	110.6	236.9	470.9	242.3	339.3	123.1	90.5	215.0	243.6	21.0	486.9	646.3	150.8	109.0	625.4	401.9	260.7	173.3	155.6	164.4	80.5	232.5	177.3	124.5	281.1	376.1	352.1	294.4	300.9	493.2	FASII
OBS66480.1	117.0	211.6	484.7	238.1	321.6	114.0	119.3	226.1	231.3	23.2	493.7	657.4	144.9	113.1	690.1	414.9	243.7	183.7	162.9	168.7	91.8	228.4	178.5	138.9	284.1	399.5	367.5	279.9	283.1	526.5	FASII
OON13374.1	90.6	173.2	316.6	147.7	189.7	35.7	53.2	128.3	136.4	7.0	367.0	428.6	110.2	66.3	503.5	254.8	176.3	113.8	103.8	115.2	53.9	161.6	140.7	86.9	166.7	237.5	232.6	221.9	200.3	334.6	FASII
OUC41118.1	108.8	185.1	339.5	208.5	248.1	91.8	107.1	198.4	203.6	13.8	443.4	531.6	139.7	105.7	613.0	357.3	233.1	139.8	120.0	148.2	79.8	205.2	177.1	109.0	200.2	267.3	271.3	229.7	196.5	341.4	FASII
OWK00351.1	126.7	222.7	493.1	232.5	313.4	115.6	127.6	229.1	237.4	10.4	499.6	641.3	159.3	121.1	689.6	419.0	248.4	193.6	174.4	183.7	90.1	231.6	193.1	149.6	279.7	396.0	371.3	281.1	283.1	528.8	FASII
OXB68135.1	126.8	228.2	515.4	248.2	341.4	127.4	121.6	225.6	231.4	20.8	530.8	674.1	157.5	121.5	712.3	426.5	236.6	199.7	178.9	172.4	93.4	239.9	192.0	141.8	294.1	411.3	393.1	308.5	318.3	541.8	FASII
OXB77749.1	127.4	226.6	516.1	247.4	341.0	130.3	122.5	228.4	232.3	19.9	532.5	676.4	157.2	120.7	713.3	428.0	235.7	198.6	177.8	173.1	92.3	239.5	192.8	142.7	295.9	414.5	396.1	309.0	317.0	543.8	FASII
PAA52056.1	63.3	175.8	371.0	149.9	219.7	30.9	60.5	134.1	147.1	15.5	390.8	467.7	93.8	66.1	490.4	300.8	176.3	81.5	67.4	113.3	54.9	161.8	131.6	85.1	195.6	236.5	247.6	194.2	221.3	360.8	FASII
PAA52871.1	63.4	166.4	361.2	148.9	211.2	30.2	61.0	134.4	141.8	18.5	378.4	452.8	93.6	66.1	480.9	294.2	174.4	81.8	67.6	113.2	55.1	159.7	131.2	85.1	190.2	229.8	241.5	186.2	218.6	351.8	FASII
PAA57390.1	64.6	177.1	370.9	147.7	222.7	26.0	63.5	133.9	146.4	14.9	393.1	468.2	94.7	66.3	492.0	299.4	176.0	82.2	67.8	111.9	55.9	161.0	131.0	85.1	197.4	236.4	250.1	197.1	222.7	363.5	FASII
picked_FAS_ELT94375.1_Capitellateleta	314.3	91.9	126.4	90.7	80.1	517.0	126.7	354.8	393.4	863.4	124.2	209.9	427.4	779.3	157.6	152.2	129.6	248.6	249.7	384.3	503.9	120.7	274.1	333.3	101.0	81.1	105.1	103.1	80.1	139.9	FAS
picked_FAS_GAU91939.1_Ramazzottiusvarieornatus	306.6	103.2	111.0	101.5	103.8	445.2	113.7	334.3	349.9	615.3	133.1	208.2	381.7	643.8	140.3	134.3	109.9	213.3	213.8	358.0	450.6	97.2	230.6	312.1	89.1	68.4	86.4	78.8	96.6	124.9	FAS
picked_FAS_KRZ78179.1_Trichinellapapuae	316.9	102.9	115.4	86.5	87.0	522.6	124.5	360.5	404.0	809.7	119.4	219.1	436.2	723.7	152.6	148.0	122.6	229.4	230.2	394.0	492.3	109.0	263.5	330.9	98.6	79.2	107.5	96.3	72.8	127.2	FAS
picked_FAS_NP_004095.4_Homosapiens	335.6	84.5	118.2	97.7	79.4	547.2	113.7	385.6	418.0	952.9	109.4	206.2	424.6	780.7	142.1	146.2	137.8	255.3	256.4	390.0	460.7	113.8	258.7	331.6	97.0	78.6	84.5	86.3	85.9	124.0	FAS
picked_FAS_NP_492417.2_Caenorhabditiselegans	318.4	109.8	123.6	100.0	80.7	521.2	130.0	390.3	431.4	826.1	140.2	224.2	433.7	694.3	166.6	149.1	126.2	238.8	239.8	383.4	497.6	118.9	259.7	345.2	101.6	87.4	121.9	101.4	84.7	145.3	FAS
picked_FAS_sp|P12276.5|FAS_CHICK	354.0	85.3	123.1	103.2	92.8	543.0	110.8	392.4	418.1	954.7	114.3	223.9	437.7	799.7	146.2	145.3	131.1	235.2	236.1	397.1	478.2	122.5	266.1	347.6	97.6	79.4	97.6	97.8	83.7	133.6	FAS
picked_FAS_XP_002737768.1_Saccoglossuskowalevskii	330.1	93.1	132.4	100.0	89.9	511.2	134.3	352.4	413.7	816.3	128.4	217.1	435.9	752.8	156.7	151.1	152.2	247.2	248.0	391.3	474.0	116.5	266.0	350.9	97.9	81.6	98.6	97.9	90.0	141.0	FAS
picked_FAS_XP_003217337.1_Anoliscarolinensis	352.0	88.3	129.5	112.4	105.4	553.8	115.0	382.7	422.3	970.6	128.4	225.4	437.5	797.8	162.2	146.1	147.1	243.1	244.1	414.1	483.5	125.3	279.4	357.3	100.4	84.2	101.9	101.5	86.1	149.1	FAS
picked_FAS_XP_009305082.1_Daniorerio	346.9	89.1	126.0	110.7	97.1	559.0	127.3	381.9	416.7	962.3	120.6	229.5	427.6	809.8	158.2	146.7	122.6	236.4	237.2	402.3	476.0	130.4	272.7	343.6	101.8	85.3	98.2	100.9	83.2	140.8	FAS
picked_FAS_XP_013390789.1_Lingulaanatina	344.1	87.9	111.2	99.2	71.4	538.8	115.8	368.0	394.1	904.4	134.6	204.4	448.6	795.2	155.6	128.6	129.2	238.7	239.6	400.4	503.5	104.6	279.4	351.5	92.4	68.4	110.7	85.3	73.4	123.0	FAS
picked_FAS_XP_022801958.1fattyacidsynthaselike[Stylophorapistillata]	330.5	92.7	128.7	89.8	84.4	561.9	130.1	363.5	419.5	838.3	130.4	221.2	435.1	740.1	147.3	145.5	132.7	254.7	255.6	408.5	473.6	112.6	276.0	352.6	98.5	78.7	106.7	88.9	77.6	136.7	FAS
picked_FAS_XP_030840197.1_Strongylocentrotuspurpuratus	326.1	72.5	114.7	84.1	84.9	513.5	121.8	334.2	399.8	789.5	121.6	205.7	428.5	724.1	146.1	117.7	145.4	222.6	223.0	382.7	483.7	98.5	260.2	339.4	87.1	82.7	88.9	90.4	78.2	123.7	FAS
PIK60884.1	77.9	154.4	329.8	191.5	217.2	98.1	80.3	200.4	126.4	7.6	350.1	435.0	120.3	71.4	439.7	274.4	154.7	125.8	108.6	131.8	61.6	189.6	133.9	92.1	208.1	263.5	276.0	208.4	216.0	361.4	FASII
PIO64623.1	72.1	110.5	198.2	126.6	140.8	65.0	61.9	157.3	124.4	26.6	216.7	251.5	77.8	54.4	275.1	180.0	114.4	79.8	69.2	88.4	47.4	130.8	108.1	64.6	126.6	136.4	133.5	121.1	141.2	205.7	FASII
PIO66729.1	103.0	155.0	268.4	175.7	192.3	136.0	101.4	202.5	148.1	25.3	276.6	359.9	134.9	91.7	347.3	250.7	156.7	125.5	104.8	136.9	74.2	188.5	158.9	101.1	174.3	188.8	193.2	172.2	203.7	276.1	FASII
PRD18649.1	118.2	240.6	544.3	249.2	448.5	73.8	101.3	233.1	257.9	22.1	512.1	727.5	153.1	126.5	587.9	498.0	278.7	176.5	153.9	161.7	104.6	243.4	159.2	139.4	332.6	765.1	526.4	325.8	321.1	685.5	FASII
PRD18671.1	121.4	224.3	364.4	193.6	279.3	58.8	74.0	190.0	150.2	4.6	374.6	566.5	122.6	106.2	452.0	411.3	277.8	243.2	204.2	122.9	78.4	209.8	135.9	118.1	322.3	287.5	313.3	753.8	246.1	410.6	FASII
PRD31132.1	130.1	229.2	496.0	228.5	329.8	109.8	103.3	224.0	205.9	18.5	510.4	610.9	148.4	118.5	636.0	394.9	216.9	169.0	147.1	171.7	97.4	203.8	183.1	126.7	258.3	379.0	361.1	286.2	265.3	496.8	FASII
PRD35445.1	110.0	234.5	551.9	239.7	443.5	102.7	133.0	273.2	232.5	35.5	499.4	737.1	157.0	118.5	562.9	500.1	283.7	198.6	177.7	160.9	98.4	268.3	178.2	130.9	341.9	654.1	525.7	345.6	321.8	672.5	FASII
PRD36192.1	122.0	256.4	567.8	233.9	391.2	117.8	118.0	236.9	240.2	13.1	535.8	700.3	156.2	100.9	584.4	474.6	272.7	184.7	160.0	166.6	101.1	281.6	182.8	143.7	306.6	493.9	516.1	330.6	331.9	626.9	FASII
PRD36389.1	97.5	224.9	350.9	159.8	250.0	46.1	64.6	182.4	144.6	6.1	341.1	540.5	124.8	85.0	432.3	396.1	241.3	225.0	192.4	122.4	61.6	214.3	131.1	108.5	308.7	272.0	313.4	701.6	229.9	386.0	FASII
PRD39089.1	115.3	227.0	362.3	196.3	263.6	47.5	68.6	189.8	127.0	4.6	364.0	576.7	117.7	96.6	444.3	406.3	276.9	241.7	204.6	116.3	68.9	217.9	136.5	117.6	316.1	278.9	318.7	762.4	238.6	404.4	FASII
PRD39454.1	112.4	234.9	530.8	233.7	405.2	104.0	115.8	245.9	230.7	29.0	481.3	703.6	161.7	125.8	550.0	471.8	263.4	170.1	151.2	162.4	112.0	245.4	173.1	141.0	318.5	710.3	503.8	317.2	313.8	661.0	FASII
PRD39956.1	123.8	211.4	333.5	178.8	236.7	50.7	64.9	178.6	149.3	9.8	349.3	524.9	130.2	99.1	430.7	395.7	254.3	194.7	168.2	124.8	63.1	208.8	132.3	118.1	299.1	277.9	280.1	673.4	206.0	379.0	FASII
PZC81695.1	144.2	256.9	517.2	264.1	368.6	126.6	118.3	224.1	255.7	15.5	539.7	667.7	164.3	129.6	689.1	430.5	249.3	182.5	159.2	176.9	103.0	225.0	187.7	146.6	285.0	403.3	389.7	310.0	307.7	532.1	FASII
RMZ99559.1	168.9	230.4	444.4	213.5	305.3	100.0	121.8	199.6	209.9	24.3	479.2	568.6	162.9	136.8	588.1	358.3	230.0	184.6	165.8	179.1	118.1	197.4	192.2	147.9	243.3	310.4	334.3	277.2	269.3	434.9	FASII
RUS75295.1	220.8	61.6	93.6	66.1	35.9	133.1	67.5	214.3	177.0	260.0	95.4	82.5	272.9	371.7	59.7	102.9	75.3	121.2	121.6	235.0	267.6	84.4	177.2	197.7	62.7	62.1	76.0	64.5	52.4	95.0	AFLP
RUS77019.1	303.2	82.2	101.3	73.8	59.4	408.5	110.4	298.7	314.7	571.9	100.5	175.9	376.9	582.7	135.5	117.2	83.5	188.0	188.3	351.1	434.4	94.0	223.2	282.7	57.3	64.0	83.1	74.8	57.1	104.8	AFLP
sipho_genome_NODE_521	222.9	60.8	54.1	50.7	23.9	275.6	69.2	192.4	243.5	394.5	64.5	82.0	312.6	452.3	83.1	45.3	67.4	131.7	126.8	253.4	418.0	56.7	177.8	229.6	40.5	35.2	52.6	35.3	44.9	68.3	AFLP
slim_mode_KYR01951.1:6-429	630.0	98.4	141.9	99.9	96.4	550.2	181.2	365.2	399.2	282.2	165.7	188.9	431.1	321.2	181.8	148.3	135.5	274.5	275.6	455.7	242.0	107.1	309.3	394.8	108.0	93.9	108.0	108.1	103.5	142.6	amoeba_PKS
slim_mode_KYR01957.1:12-435	630.7	99.2	141.1	99.9	96.8	539.0	173.7	361.7	388.0	283.5	162.3	190.6	429.3	323.5	176.4	150.4	139.7	273.6	274.8	454.1	240.9	105.1	302.5	390.4	102.1	91.5	105.9	106.0	98.0	139.8	amoeba_PKS
slim_mode_KYR01977.1:8-431	637.7	101.6	128.2	96.4	81.2	539.5	166.1	355.8	387.9	266.5	149.7	179.9	426.5	319.3	168.3	143.3	132.4	266.7	267.7	442.9	239.8	90.7	303.7	383.7	102.0	77.0	93.7	97.0	89.2	131.0	amoeba_PKS
slim_mode_XP_001732964.1:14-443	736.0	94.3	109.6	98.3	72.8	491.8	141.1	310.2	345.0	282.3	132.3	197.9	410.6	316.8	157.9	145.5	134.8	215.1	215.7	396.6	258.9	106.6	275.5	350.7	99.5	74.0	117.0	82.5	78.9	131.5	amoeba_PKS
slim_mode_XP_001732967.1:11-448	688.8	101.9	113.6	118.2	70.4	483.7	154.5	297.5	338.6	247.2	151.6	199.1	387.4	298.1	158.3	132.6	118.4	198.2	198.5	365.9	244.0	100.4	261.8	315.0	105.5	86.1	106.1	83.6	81.9	130.1	amoeba_PKS
slim_mode_XP_001733001.1:8-437	714.2	100.5	118.0	93.0	58.6	523.9	161.5	316.5	345.4	294.6	159.6	223.1	406.5	318.5	173.5	137.9	136.2	228.0	228.7	400.5	261.6	101.9	295.2	352.8	111.4	98.5	96.7	93.5	79.2	141.3	amoeba_PKS
